Label,Data,clean,clean_sentence
spam,thanks facebook sing along and karaoke mobile free link message online,"['thanks', 'facebook', 'sing', 'along', 'karaoke', 'mobile', 'free', 'link', 'message', 'online']",thanks facebook sing along karaoke mobile free link message online
spam,thanks now play along star karaoke mobile free link quick reply,"['thanks', 'play', 'along', 'star', 'karaoke', 'mobile', 'free', 'link', 'quick', 'reply']",thanks play along star karaoke mobile free link quick reply
spam,a looking and fantasy h p per the name service ltd po box croydon cr m k,"['looking', 'fantasy', 'h', 'p', 'per', 'name', 'service', 'ltd', 'po', 'box', 'croydon', 'cr', 'k']",looking fantasy h p per name service ltd po box croydon cr k
spam,all looking a fantasy call p i minute f c ltd po ex croydon cr wb k,"['looking', 'fantasy', 'call', 'p', 'minute', 'f', 'c', 'ltd', 'po', 'ex', 'croydon', 'cr', 'wb', 'k']",looking fantasy call p minute f c ltd po ex croydon cr wb k
spam,google orange customer status claim free camera card with loyalty call effective end to 2014 condition apply if available,"['google', 'orange', 'customer', 'status', 'claim', 'free', 'camera', 'card', 'loyalty', 'call', 'effective', 'end', 'condition', 'apply', 'available']",google orange customer status claim free camera card loyalty call effective end condition apply available
spam,upgrdcentre orange customer to earn free camera on upgrade only call since 6 july term extensions apply if available,"['upgrdcentre', 'orange', 'customer', 'earn', 'free', 'camera', 'upgrade', 'call', 'since', 'july', 'term', 'extension', 'apply', 'available']",upgrdcentre orange customer earn free camera upgrade call since july term extension apply available
spam,text meet someone sexy man will date find as u join p one name age example stop annoying public recd website,"['text', 'meet', 'someone', 'sexy', 'man', 'date', 'find', 'u', 'join', 'p', 'one', 'name', 'age', 'example', 'stop', 'annoying', 'public', 'recd', 'website']",text meet someone sexy man date find u join p one name age example stop annoying public recd website
spam,amazon mail someone sexy today find online twitter can u join p that name age example online annoying msg recd penny,"['amazon', 'mail', 'someone', 'sexy', 'today', 'find', 'online', 'twitter', 'u', 'join', 'p', 'name', 'age', 'example', 'online', 'annoying', 'msg', 'recd', 'penny']",amazon mail someone sexy today find online twitter u join p name age example online annoying msg recd penny
spam,important customer lost current call missing,"['important', 'customer', 'lost', 'current', 'call', 'missing']",important customer lost current call missing
spam,voice phone service announcement call chorus,"['voice', 'phone', 'service', 'announcement', 'call', 'chorus']",voice phone service announcement call chorus
spam,got take it win at formula oz v8 energy text rally limited edition can see pack lucozade power ukwrc dragon racing,"['got', 'take', 'win', 'formula', 'oz', 'v', 'energy', 'text', 'rally', 'limited', 'edition', 'see', 'pack', 'lucozade', 'power', 'ukwrc', 'dragon', 'racing']",got take win formula oz v energy text rally limited edition see pack lucozade power ukwrc dragon racing
spam,2008 wheels take away wrc rally championship lucozade world drive rally limited edition 2 see pack lucozade co black party u,"['wheel', 'take', 'away', 'wrc', 'rally', 'championship', 'lucozade', 'world', 'drive', 'rally', 'limited', 'edition', 'see', 'pack', 'lucozade', 'co', 'black', 'party', 'u']",wheel take away wrc rally championship lucozade world drive rally limited edition see pack lucozade co black party u
spam,good looking exciting telephone call p the minute name tune ltd mail box company cr wb uk telephone call,"['good', 'looking', 'exciting', 'telephone', 'call', 'p', 'minute', 'name', 'tune', 'ltd', 'mail', 'box', 'company', 'cr', 'wb', 'uk', 'telephone', 'call']",good looking exciting telephone call p minute name tune ltd mail box company cr wb uk telephone call
spam,good looking english fantasy call p per minute name tune ltd local signal croydon phone wb national number 1,"['good', 'looking', 'english', 'fantasy', 'call', 'p', 'per', 'minute', 'name', 'tune', 'ltd', 'local', 'signal', 'croydon', 'phone', 'wb', 'national', 'number']",good looking english fantasy call p per minute name tune ltd local signal croydon phone wb national number
spam,specially selected receive cell call line close proximity plan tc apply this plan,"['specially', 'selected', 'receive', 'cell', 'call', 'line', 'close', 'proximity', 'plan', 'tc', 'apply', 'plan']",specially selected receive cell call line close proximity plan tc apply plan
spam,specially selected methods are both line close reaction ppm tc and aggressive promo,"['specially', 'selected', 'method', 'line', 'close', 'reaction', 'ppm', 'tc', 'aggressive', 'promo']",specially selected method line close reaction ppm tc aggressive promo
spam,urgent mobile also awarded bonus challenge prize prize on line valid hr,"['urgent', 'mobile', 'also', 'awarded', 'bonus', 'challenge', 'prize', 'prize', 'line', 'valid', 'hr']",urgent mobile also awarded bonus challenge prize prize line valid hr
spam,prize mobile number awarded bonus reward prize prize en line valid hr,"['prize', 'mobile', 'number', 'awarded', 'bonus', 'reward', 'prize', 'prize', 'en', 'line', 'valid', 'hr']",prize mobile number awarded bonus reward prize prize en line valid hr
spam,please thank customer service representative by ampm 2010 top prize,"['please', 'thank', 'customer', 'service', 'representative', 'ampm', 'top', 'prize']",please thank customer service representative ampm top prize
spam,telephone call customer help company freephone ampm guaranteed win prize,"['telephone', 'call', 'customer', 'help', 'company', 'freephone', 'ampm', 'guaranteed', 'win', 'prize']",telephone call customer help company freephone ampm guaranteed win prize
spam,new day a call,"['new', 'day', 'call']",new day call
spam,zero message no call,"['zero', 'message', 'call']",zero message call
spam,important things orange someone us good gain story we was lucky to find log onto there fantastic thing,"['important', 'thing', 'orange', 'someone', 'u', 'good', 'gain', 'story', 'lucky', 'find', 'log', 'onto', 'fantastic', 'thing']",important thing orange someone u good gain story lucky find log onto fantastic thing
spam,important information and gives us people gain in xxxxxx today some person find log onto video search prizeawaiting,"['important', 'information', 'give', 'u', 'people', 'gain', 'xxxxxx', 'today', 'person', 'find', 'log', 'onto', 'video', 'search', 'prizeawaiting']",important information give u people gain xxxxxx today person find log onto video search prizeawaiting
spam,free to noone the spy mob every good friday you get to tell mate pobox phones normptone,"['free', 'noone', 'spy', 'mob', 'every', 'good', 'friday', 'get', 'tell', 'mate', 'pobox', 'phone', 'normptone']",free noone spy mob every good friday get tell mate pobox phone normptone
spam,free week noone and tone tone 2 week message nokia phone txting news on pobox talk...,"['free', 'week', 'noone', 'tone', 'tone', 'week', 'message', 'nokia', 'phone', 'txting', 'news', 'pobox', 'talk']",free week noone tone tone week message nokia phone txting news pobox talk
spam,accordingly is text word sms mobile with send,"['accordingly', 'text', 'word', 'mobile', 'send']",accordingly text word mobile send
spam,repeat at this word kidding mobile phone send,"['repeat', 'word', 'kidding', 'mobile', 'phone', 'send']",repeat word kidding mobile phone send
spam,awarded return number awarded prize or call of line claim valid hr degree,"['awarded', 'return', 'number', 'awarded', 'prize', 'call', 'line', 'claim', 'valid', 'hr', 'degree']",awarded return number awarded prize call line claim valid hr degree
spam,gained mobile number granted first guaranteed call land line awarded valid hr degree,"['gained', 'mobile', 'number', 'granted', 'first', 'guaranteed', 'call', 'land', 'line', 'awarded', 'valid', 'hr', 'degree']",gained mobile number granted first guaranteed call land line awarded valid hr degree
spam,contacted for service someone might find men on line for drug poboxwtgp,"['contacted', 'service', 'someone', 'might', 'find', 'men', 'line', 'drug', 'poboxwtgp']",contacted service someone might find men line drug poboxwtgp
spam,a phone service to know find call land line powdered off name,"['phone', 'service', 'know', 'find', 'call', 'land', 'line', 'powdered', 'name']",phone service know find call land line powdered name
spam,stay sexy make new friend hello off world discreet text your service text important friends see again meet,"['stay', 'sexy', 'make', 'new', 'friend', 'hello', 'world', 'discreet', 'text', 'service', 'text', 'important', 'friend', 'see', 'meet']",stay sexy make new friend hello world discreet text service text important friend see meet
spam,talk about kiss new love fall love world discreet text dating service text your person please could message,"['talk', 'kiss', 'new', 'love', 'fall', 'love', 'world', 'discreet', 'text', 'dating', 'service', 'text', 'person', 'please', 'could', 'message']",talk kiss new love fall love world discreet text dating service text person please could message
spam,back work to half term see him while you go and chat love moon wolf moon,"['back', 'work', 'half', 'term', 'see', 'go', 'chat', 'love', 'moon', 'wolf', 'moon']",back work half term see go chat love moon wolf moon
spam,hot work morro half fired to tonight sexy passion for gold in a dena call red,"['hot', 'work', 'morro', 'half', 'fired', 'tonight', 'sexy', 'passion', 'gold', 'dena', 'call', 'red']",hot work morro half fired tonight sexy passion gold dena call red
spam,bought one love sound a calling or receiving call getting pound to pound offering tone et ।,"['bought', 'one', 'love', 'sound', 'calling', 'receiving', 'call', 'getting', 'pound', 'pound', 'offering', 'tone', 'et']",bought one love sound calling receiving call getting pound pound offering tone et
spam,bought one internet sound stop phone make some call getting text letter bill offering tone ex cetera,"['bought', 'one', 'internet', 'sound', 'stop', 'phone', 'make', 'call', 'getting', 'text', 'letter', 'bill', 'offering', 'tone', 'ex', 'cetera']",bought one internet sound stop phone make call getting text letter bill offering tone ex cetera
spam,national studio point tone wk sub program weekly tone costing p one love credit cash back music,"['national', 'studio', 'point', 'tone', 'wk', 'sub', 'program', 'weekly', 'tone', 'costing', 'p', 'one', 'love', 'credit', 'cash', 'back', 'music']",national studio point tone wk sub program weekly tone costing p one love credit cash back music
spam,orange has a tone wk subscrition service exclusively while costing charge for love credit kick back enjoy,"['orange', 'tone', 'wk', 'subscrition', 'service', 'exclusively', 'costing', 'charge', 'love', 'credit', 'kick', 'back', 'enjoy']",orange tone wk subscrition service exclusively costing charge love credit kick back enjoy
spam,winner specially winner won cash award speak to operator lowest call rate cost p,"['winner', 'specially', 'winner', 'cash', 'award', 'speak', 'operator', 'lowest', 'call', 'rate', 'cost', 'p']",winner specially winner cash award speak operator lowest call rate cost p
spam,investigators specially selected a cash award speak for operator claim call after 9 p,"['investigator', 'specially', 'selected', 'cash', 'award', 'speak', 'operator', 'claim', 'call', 'p']",investigator specially selected cash award speak operator claim call p
spam,subscriber identity module player selected page bonus get out a message word recipient information email exp apr,"['subscriber', 'identity', 'module', 'player', 'selected', 'page', 'bonus', 'get', 'message', 'word', 'recipient', 'information', 'email', 'exp', 'apr']",subscriber identity module player selected page bonus get message word recipient information email exp apr
spam,an identity document subscriber selected for bonus get delivered as entry with kidding claim to exp apr,"['identity', 'document', 'subscriber', 'selected', 'bonus', 'get', 'delivered', 'entry', 'kidding', 'claim', 'exp', 'apr']",identity document subscriber selected bonus get delivered entry kidding claim exp apr
spam,please call customer service representative ampm electrical distribution operator,"['please', 'call', 'customer', 'service', 'representative', 'ampm', 'electrical', 'distribution', 'operator']",please call customer service representative ampm electrical distribution operator
spam,please call your service in cash guaranteed cash prize,"['please', 'call', 'service', 'cash', 'guaranteed', 'cash', 'prize']",please call service cash guaranteed cash prize
spam,santa calling tools feature one like call date xmas for call name predictive text on,"['santa', 'calling', 'tool', 'feature', 'one', 'like', 'call', 'date', 'xmas', 'call', 'name', 'predictive', 'text']",santa calling tool feature one like call date xmas call name predictive text
spam,santa calling would little later tell me that xmas and call that predictive text time,"['santa', 'calling', 'would', 'little', 'later', 'tell', 'xmas', 'call', 'predictive', 'text', 'time']",santa calling would little later tell xmas call predictive text time
spam,for using dating app info phone fancy find app landline poboxntfp,"['using', 'dating', 'app', 'info', 'phone', 'fancy', 'find', 'app', 'landline', 'poboxntfp']",using dating app info phone fancy find app landline poboxntfp
spam,someone at dating service entered phone on sex magazine and poboxntfp,"['someone', 'dating', 'service', 'entered', 'phone', 'sex', 'magazine', 'poboxntfp']",someone dating service entered phone sex magazine poboxntfp
spam,urgent mobile offence awarded bonus caller with money and red boxqu,"['urgent', 'mobile', 'offence', 'awarded', 'bonus', 'caller', 'money', 'red', 'boxqu']",urgent mobile offence awarded bonus caller money red boxqu
spam,urgent mobile offence awarded an caller to attempt contact mobile offence,"['urgent', 'mobile', 'offence', 'awarded', 'caller', 'attempt', 'contact', 'mobile', 'offence']",urgent mobile offence awarded caller attempt contact mobile offence
spam,drop everything read one holder good place u repeat following a politically correct bad dining experience,"['drop', 'everything', 'read', 'one', 'holder', 'good', 'place', 'u', 'repeat', 'following', 'politically', 'correct', 'bad', 'dining', 'experience']",drop everything read one holder good place u repeat following politically correct bad dining experience
spam,pack everything into voucher holder and meal • use following link set correct enjoy an experience,"['pack', 'everything', 'voucher', 'holder', 'meal', 'use', 'following', 'link', 'set', 'correct', 'enjoy', 'experience']",pack everything voucher holder meal use following link set correct enjoy experience
spam,hard edge site with choose girl uk live time ready chat uk biggest exciting service at bcmwcnxx,"['hard', 'edge', 'site', 'choose', 'girl', 'uk', 'live', 'time', 'ready', 'chat', 'uk', 'biggest', 'exciting', 'service', 'bcmwcnxx']",hard edge site choose girl uk live time ready chat uk biggest exciting service bcmwcnxx
spam,hard advice site pmin choose girl connect and call home advice at biggest exciting service uk bcmwcnxx,"['hard', 'advice', 'site', 'pmin', 'choose', 'girl', 'connect', 'call', 'home', 'advice', 'biggest', 'exciting', 'service', 'uk', 'bcmwcnxx']",hard advice site pmin choose girl connect call home advice biggest exciting service uk bcmwcnxx
spam,nokia get win a vote and part against back for rowwjhl,"['nokia', 'get', 'win', 'vote', 'part', 'back', 'rowwjhl']",nokia get win vote part back rowwjhl
spam,thailand will win back from take in the nokia hgsuitelands rowwjhl,"['thailand', 'win', 'back', 'take', 'nokia', 'hgsuitelands', 'rowwjhl']",thailand win back take nokia hgsuitelands rowwjhl
spam,win night spree every night kids play go messages by city winawk city perweeksub,"['win', 'night', 'spree', 'every', 'night', 'kid', 'play', 'go', 'message', 'city', 'winawk', 'city', 'perweeksub']",win night spree every night kid play go message city winawk city perweeksub
spam,win this spree per week starting with in school game and winawk age one,"['win', 'spree', 'per', 'week', 'starting', 'school', 'game', 'winawk', 'age', 'one']",win spree per week starting school game winawk age one
spam,congrats xbox third generation video phone simulator facebook call live mate play programming game phone rules polyph music noline call,"['congrats', 'xbox', 'third', 'generation', 'video', 'phone', 'simulator', 'facebook', 'call', 'live', 'mate', 'play', 'programming', 'game', 'phone', 'rule', 'polyph', 'music', 'noline', 'call']",congrats xbox third generation video phone simulator facebook call live mate play programming game phone rule polyph music noline call
spam,congrats mobile third tv mobile television network videophones call videochat the television programming in spoken in polyph music user voice,"['congrats', 'mobile', 'third', 'tv', 'mobile', 'television', 'network', 'videophones', 'call', 'videochat', 'television', 'programming', 'spoken', 'polyph', 'music', 'user', 'voice']",congrats mobile third tv mobile television network videophones call videochat television programming spoken polyph music user voice
spam,forwarded please find immediately this message pending,"['forwarded', 'please', 'find', 'immediately', 'message', 'pending']",forwarded please find immediately message pending
spam,forwarded please call immediately yahoo messaging service,"['forwarded', 'please', 'call', 'immediately', 'yahoo', 'messaging', 'service']",forwarded please call immediately yahoo messaging service
spam,from ithis that time created world wide web page read like waiting to want generation,"['ithis', 'time', 'created', 'world', 'wide', 'web', 'page', 'read', 'like', 'waiting', 'want', 'generation']",ithis time created world wide web page read like waiting want generation
spam,guess a first time created world of web a read wrote waiting lines my friend,"['guess', 'first', 'time', 'created', 'world', 'web', 'read', 'wrote', 'waiting', 'line', 'friend']",guess first time created world web read wrote waiting line friend
spam,hope had new uses until stop sign helpp provided key co defaulted,"['hope', 'new', 'us', 'stop', 'sign', 'helpp', 'provided', 'key', 'co', 'defaulted']",hope new us stop sign helpp provided key co defaulted
spam,hope enjoyed my introductory text and unsubscribe have provided tonesyou with...,"['hope', 'enjoyed', 'introductory', 'text', 'unsubscribe', 'provided', 'tonesyou']",hope enjoyed introductory text unsubscribe provided tonesyou
spam,need babe make horny turn message through a hot sticky need like so cancel please stop,"['need', 'babe', 'make', 'horny', 'turn', 'message', 'hot', 'sticky', 'need', 'like', 'cancel', 'please', 'stop']",need babe make horny turn message hot sticky need like cancel please stop
spam,cmon babe ready your turn message fantasy babe hot topic slap me message cancel send stop,"['cmon', 'babe', 'ready', 'turn', 'message', 'fantasy', 'babe', 'hot', 'topic', 'slap', 'message', 'cancel', 'send', 'stop']",cmon babe ready turn message fantasy babe hot topic slap message cancel send stop
spam,a message call,"['message', 'call']",message call
spam,new market call,"['new', 'market', 'call']",new market call
spam,guess somebody know you they want by give united calling in landline call me,"['guess', 'somebody', 'know', 'want', 'give', 'united', 'calling', 'landline', 'call']",guess somebody know want give united calling landline call
spam,now anyone you secretly fancy want will give united france for my dateboxessexcmxn pmin,"['anyone', 'secretly', 'fancy', 'want', 'give', 'united', 'france', 'dateboxessexcmxn', 'pmin']",anyone secretly fancy want give united france dateboxessexcmxn pmin
spam,secret admirer to make myself by name in specialcall,"['secret', 'admirer', 'make', 'name', 'specialcall']",secret admirer make name specialcall
spam,speaking of looking after yourself ufind me think specialcall,"['speaking', 'looking', 'ufind', 'think', 'specialcall']",speaking looking ufind think specialcall
spam,pls stop bootydelious does the friend reply and yes one no stop frnd,"['pls', 'stop', 'bootydelious', 'friend', 'reply', 'yes', 'one', 'stop', 'frnd']",pls stop bootydelious friend reply yes one stop frnd
spam,pls sent send sending inviting send reply yes sending stop send stop hello,"['pls', 'sent', 'send', 'sending', 'inviting', 'send', 'reply', 'yes', 'sending', 'stop', 'send', 'stop', 'hello']",pls sent send sending inviting send reply yes sending stop send stop hello
spam,the offer functionality windows basic nokia 2000 bluetooth personal radio voice message google call mobileupd calloptoutqf,"['offer', 'functionality', 'window', 'basic', 'nokia', 'bluetooth', 'personal', 'radio', 'voice', 'message', 'google', 'call', 'mobileupd', 'calloptoutqf']",offer functionality window basic nokia bluetooth personal radio voice message google call mobileupd calloptoutqf
spam,xmas offer this update sonyericsson nokia 2014 version dvd double star in q message red calloptoutqf,"['xmas', 'offer', 'update', 'sonyericsson', 'nokia', 'version', 'dvd', 'double', 'star', 'q', 'message', 'red', 'calloptoutqf']",xmas offer update sonyericsson nokia version dvd double star q message red calloptoutqf
spam,because everything read voucher during claim week 2013 politically correct please pull out apply,"['everything', 'read', 'voucher', 'claim', 'week', 'politically', 'correct', 'please', 'pull', 'apply']",everything read voucher claim week politically correct please pull apply
spam,drop everything read voucher in that week no more correct please go tscs dance,"['drop', 'everything', 'read', 'voucher', 'week', 'correct', 'please', 'go', 'tscs', 'dance']",drop everything read voucher week correct please go tscs dance
spam,staff attempt contact their page and telephone access,"['staff', 'attempt', 'contact', 'page', 'telephone', 'access']",staff attempt contact page telephone access
spam,urgent interest contact chicago technology center approximate location,"['urgent', 'interest', 'contact', 'chicago', 'technology', 'center', 'approximate', 'location']",urgent interest contact chicago technology center approximate location
spam,winner received specially and receive special holiday on incoming ticket exciting operator claim pmin,"['winner', 'received', 'specially', 'receive', 'special', 'holiday', 'incoming', 'ticket', 'exciting', 'operator', 'claim', 'pmin']",winner received specially receive special holiday incoming ticket exciting operator claim pmin
spam,class ave company selected receive cash holiday of incoming flight exciting operator with pmin,"['class', 'ave', 'company', 'selected', 'receive', 'cash', 'holiday', 'incoming', 'flight', 'exciting', 'operator', 'pmin']",class ave company selected receive cash holiday incoming flight exciting operator pmin
spam,mobile message service auction nokia mobile win free iphone by your project nokia hgsuitelands send,"['mobile', 'message', 'service', 'auction', 'nokia', 'mobile', 'win', 'free', 'iphone', 'project', 'nokia', 'hgsuitelands', 'send']",mobile message service auction nokia mobile win free iphone project nokia hgsuitelands send
spam,short voice service auction nokia phone win phone auction by call through nokia hgsuitelands digital,"['short', 'voice', 'service', 'auction', 'nokia', 'phone', 'win', 'phone', 'auction', 'call', 'nokia', 'hgsuitelands', 'digital']",short voice service auction nokia phone win phone auction call nokia hgsuitelands digital
spam,a video camera transfer service a cash powdered drug rental mths cross ntwk for payment for mobileupd system,"['video', 'camera', 'transfer', 'service', 'cash', 'powdered', 'drug', 'rental', 'mths', 'cross', 'ntwk', 'payment', 'mobileupd', 'system']",video camera transfer service cash powdered drug rental mths cross ntwk payment mobileupd system
spam,free video camera which joined the line for drug sweet shop cross platform mobile txts call to calloptout,"['free', 'video', 'camera', 'joined', 'line', 'drug', 'sweet', 'shop', 'cross', 'platform', 'mobile', 'txts', 'call', 'calloptout']",free video camera joined line drug sweet shop cross platform mobile txts call calloptout
spam,alpha access mobile media player apple music file formats microsoft guaranteed service win norcorp ltd company,"['alpha', 'access', 'mobile', 'medium', 'player', 'apple', 'music', 'file', 'format', 'microsoft', 'guaranteed', 'service', 'win', 'norcorp', 'ltd', 'company']",alpha access mobile medium player apple music file format microsoft guaranteed service win norcorp ltd company
spam,latest nokia video recording player portable music file player proze pro reply audio entertainment ltd was,"['latest', 'nokia', 'video', 'recording', 'player', 'portable', 'music', 'file', 'player', 'proze', 'pro', 'reply', 'audio', 'entertainment', 'ltd']",latest nokia video recording player portable music file player proze pro reply audio entertainment ltd
spam,someone know you dating her contact or guess call revealed id and wu,"['someone', 'know', 'dating', 'contact', 'guess', 'call', 'revealed', 'id', 'wu']",someone know dating contact guess call revealed id wu
spam,someone said which dating service you cant guess call this po box record,"['someone', 'said', 'dating', 'service', 'cant', 'guess', 'call', 'po', 'box', 'record']",someone said dating service cant guess call po box record
spam,degree awarded in experience using language as candidate trav is on message say further journal of aj,"['degree', 'awarded', 'experience', 'using', 'language', 'candidate', 'trav', 'message', 'say', 'journal', 'aj']",degree awarded experience using language candidate trav message say journal aj
spam,similar or complimentary results using hallucinogenic substances to trav for to also with you shracomorsglsuplt l aj,"['similar', 'complimentary', 'result', 'using', 'hallucinogenic', 'substance', 'trav', 'also', 'shracomorsglsuplt', 'l', 'aj']",similar complimentary result using hallucinogenic substance trav also shracomorsglsuplt l aj
spam,december mobile mths entitled update latest latest camera device present android mobile update main phones,"['december', 'mobile', 'mths', 'entitled', 'update', 'latest', 'latest', 'camera', 'device', 'present', 'android', 'mobile', 'update', 'main', 'phone']",december mobile mths entitled update latest latest camera device present android mobile update main phone
spam,december mobile mths entitled update latest in orange mobile free call lan phone local time,"['december', 'mobile', 'mths', 'entitled', 'update', 'latest', 'orange', 'mobile', 'free', 'call', 'lan', 'phone', 'local', 'time']",december mobile mths entitled update latest orange mobile free call lan phone local time
spam,sol hotel sol holiday and collection call toclaim sae take plus cost save skxh cost save maxmins,"['sol', 'hotel', 'sol', 'holiday', 'collection', 'call', 'toclaim', 'sae', 'take', 'plus', 'cost', 'save', 'skxh', 'cost', 'save', 'maxmins']",sol hotel sol holiday collection call toclaim sae take plus cost save skxh cost save maxmins
spam,costa del sur website await results online toclaim sae day care pobox stockport skxh cost a plus,"['costa', 'del', 'sur', 'website', 'await', 'result', 'online', 'toclaim', 'sae', 'day', 'care', 'pobox', 'stockport', 'skxh', 'cost', 'plus']",costa del sur website await result online toclaim sae day care pobox stockport skxh cost plus
spam,guaranteed backup nokia 100 gb mp pro sony mobile itunes player private message logging software nyusa pmt msgrcvd,"['guaranteed', 'backup', 'nokia', 'gb', 'mp', 'pro', 'sony', 'mobile', 'itunes', 'player', 'private', 'message', 'logging', 'software', 'nyusa', 'pmt', 'msgrcvd']",guaranteed backup nokia gb mp pro sony mobile itunes player private message logging software nyusa pmt msgrcvd
spam,the latest nokia phone iphone video player apple ipod file sharing mp3 message wordcollect tcllc system digital chorus,"['latest', 'nokia', 'phone', 'iphone', 'video', 'player', 'apple', 'ipod', 'file', 'sharing', 'mp', 'message', 'wordcollect', 'tcllc', 'system', 'digital', 'chorus']",latest nokia phone iphone video player apple ipod file sharing mp message wordcollect tcllc system digital chorus
spam,babe want dont know real couple we are good time sexy age whatever go slo hard mouth kiss slo msg,"['babe', 'want', 'dont', 'know', 'real', 'couple', 'good', 'time', 'sexy', 'age', 'whatever', 'go', 'slo', 'hard', 'mouth', 'kiss', 'slo', 'msg']",babe want dont know real couple good time sexy age whatever go slo hard mouth kiss slo msg
spam,babe want dont fuck nasty ass filthyguys fancy the word chick sex whatever go slo hard message going to msg,"['babe', 'want', 'dont', 'fuck', 'nasty', 'as', 'filthyguys', 'fancy', 'word', 'chick', 'sex', 'whatever', 'go', 'slo', 'hard', 'message', 'going', 'msg']",babe want dont fuck nasty as filthyguys fancy word chick sex whatever go slo hard message going msg
spam,girl like local coffee house residents who fil every street need you text someone p,"['girl', 'like', 'local', 'coffee', 'house', 'resident', 'fil', 'every', 'street', 'need', 'text', 'someone', 'p']",girl like local coffee house resident fil every street need text someone p
spam,girl visiting local public house virgin chicks for every sexual need taking over someone instead,"['girl', 'visiting', 'local', 'public', 'house', 'virgin', 'chick', 'every', 'sexual', 'need', 'taking', 'someone', 'instead']",girl visiting local public house virgin chick every sexual need taking someone instead
spam,people all get premium this woman like older years big new boy crazy chicken animation monkey hoody wallpaperall boy,"['people', 'get', 'premium', 'woman', 'like', 'older', 'year', 'big', 'new', 'boy', 'crazy', 'chicken', 'animation', 'monkey', 'hoody', 'wallpaperall', 'boy']",people get premium woman like older year big new boy crazy chicken animation monkey hoody wallpaperall boy
spam,each one is premium real woman like older to a new experience with zebra animation cool hoody go free,"['one', 'premium', 'real', 'woman', 'like', 'older', 'new', 'experience', 'zebra', 'animation', 'cool', 'hoody', 'go', 'free']",one premium real woman like older new experience zebra animation cool hoody go free
spam,winner specially placed receive paid holiday on incoming speak exciting operator the,"['winner', 'specially', 'placed', 'receive', 'paid', 'holiday', 'incoming', 'speak', 'exciting', 'operator']",winner specially placed receive paid holiday incoming speak exciting operator
spam,winner specially selected receive cash via flight incoming and up job claim,"['winner', 'specially', 'selected', 'receive', 'cash', 'via', 'flight', 'incoming', 'job', 'claim']",winner specially selected receive cash via flight incoming job claim
spam,bored housewife chat app google google check landline,"['bored', 'housewife', 'chat', 'app', 'google', 'google', 'check', 'landline']",bored housewife chat app google google check landline
spam,bored off off date pay rate day landline,"['bored', 'date', 'pay', 'rate', 'day', 'landline']",bored date pay rate day landline
spam,hello ibh wireless loyalty offer social phone branded phone and get digital,"['hello', 'ibh', 'wireless', 'loyalty', 'offer', 'social', 'phone', 'branded', 'phone', 'get', 'digital']",hello ibh wireless loyalty offer social phone branded phone get digital
spam,some world telephone groups offer new york mobile txtauctiontxt for get shop,"['world', 'telephone', 'group', 'offer', 'new', 'york', 'mobile', 'txtauctiontxt', 'get', 'shop']",world telephone group offer new york mobile txtauctiontxt get shop
spam,want good for nite want real name company uk direct mobile join uk location selling location message park uk eca lp msg,"['want', 'good', 'nite', 'want', 'real', 'name', 'company', 'uk', 'direct', 'mobile', 'join', 'uk', 'location', 'selling', 'location', 'message', 'park', 'uk', 'eca', 'lp', 'msg']",want good nite want real name company uk direct mobile join uk location selling location message park uk eca lp msg
spam,want is gone real want real girlfriends are sent direct mobile join uk largest dogging and message park we can see msg,"['want', 'gone', 'real', 'want', 'real', 'girlfriend', 'sent', 'direct', 'mobile', 'join', 'uk', 'largest', 'dogging', 'message', 'park', 'see', 'msg']",want gone real want real girlfriend sent direct mobile join uk largest dogging message park see msg
spam,in part at survey visit text use visit wish get txts send message tc call,"['part', 'survey', 'visit', 'text', 'use', 'visit', 'wish', 'get', 'txts', 'send', 'message', 'tc', 'call']",part survey visit text use visit wish get txts send message tc call
spam,taking part in message as in use calling wish get txts send message tc p,"['taking', 'part', 'message', 'use', 'calling', 'wish', 'get', 'txts', 'send', 'message', 'tc', 'p']",taking part message use calling wish get txts send message tc p
spam,freemsg no telephone number reward hour time text use phone calling windows mobile stoptxtstop,"['freemsg', 'telephone', 'number', 'reward', 'hour', 'time', 'text', 'use', 'phone', 'calling', 'window', 'mobile', 'stoptxtstop']",freemsg telephone number reward hour time text use phone calling window mobile stoptxtstop
spam,freemsg txt call through reward via credit box use on subscribegbpmnth service by bell,"['freemsg', 'txt', 'call', 'reward', 'via', 'credit', 'box', 'use', 'subscribegbpmnth', 'service', 'bell']",freemsg txt call reward via credit box use subscribegbpmnth service bell
spam,cash winners award and tc pr sw s ppm,"['cash', 'winner', 'award', 'tc', 'pr', 'sw', 'ppm']",cash winner award tc pr sw ppm
spam,higher award claim for tc rstm sw and ppm,"['higher', 'award', 'claim', 'tc', 'rstm', 'sw', 'ppm']",higher award claim tc rstm sw ppm
spam,important information orange you unknown can gain advantage today here dayfind log onto and go surprise awaiting,"['important', 'information', 'orange', 'unknown', 'gain', 'advantage', 'today', 'dayfind', 'log', 'onto', 'go', 'surprise', 'awaiting']",important information orange unknown gain advantage today dayfind log onto go surprise awaiting
spam,the name orange someone us will gain advantage today lucky man right up there fantastic surprise awaiting,"['name', 'orange', 'someone', 'u', 'gain', 'advantage', 'today', 'lucky', 'man', 'right', 'fantastic', 'surprise', 'awaiting']",name orange someone u gain advantage today lucky man right fantastic surprise awaiting
