Label,Data,text_length,clean,clean_sentence,clean_sentence_length
ham,Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again,21,"['haha', 'yes', 'hopefully', 'whatever', 'lose', 'kilogram', 'mon', 'cool', 'heroin', 'go', 'orchard', 'weigh']",haha yes hopefully whatever lose kilogram mon cool heroin go orchard weigh,12
ham,She's good. How are you. Where r u working now,10,"['shes', 'good', 'working']",shes good working,3
ham,"Oh, yes, I've just been a little under the weather so i've kind of been coccooning at home",18,"['oh', 'yes', 'little', 'weather', 'kind', 'coccooning', 'home']",oh yes little weather kind coccooning home,7
ham,At home also.,3,"['home', 'also']",home also,2
ham,This phone has the weirdest auto correct.,7,"['phone', 'weirdest', 'auto', 'correct']",phone weirdest auto correct,4
ham,Oops my phone died and I didn't even know. Yeah I like it better.,14,"['word', 'said', 'something', 'wrong', 'phone', 'died', 'didnt', 'even', 'know', 'yeah', 'like', 'better']",word said something wrong phone died didnt even know yeah like better,12
ham,Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?,34,"['havent', 'mu', 'ask', 'wat', 'meet', 'lunch', 'meet', 'already', 'lor', 'newb', 'go', 'ask', 'district', 'attorney', 'good', 'evening', 'confirm', 'w', 'asap']",havent mu ask wat meet lunch meet already lor newb go ask district attorney good evening confirm w asap,19
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",34,"['said', 'mind', 'go', 'bedroom', 'minute', 'ok', 'said', 'sexy', 'mood', 'came', 'minuts', 'latr', 'cake', 'n', 'wife']",said mind go bedroom minute ok said sexy mood came minuts latr cake n wife,15
ham,"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx",25,"['half', 'yeahand', 'hav', 'great', 'time', 'newquaysend', 'postcard', 'look', 'girl', 'gone', 'know', 'im', 'talkin', 'bout', 'kiss']",half yeahand hav great time newquaysend postcard look girl gone know im talkin bout kiss,15
ham,We got a divorce. Lol. She.s here,7,"['whatever', 'got', 'divorce', 'lol']",whatever got divorce lol,4
ham,What's ur pin?,3,"['whats', 'pin']",whats pin,2
ham,"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?",24,"['babe', 'got', 'enough', 'money', 'pick', 'money', 'milk', 'give', 'back', 'get', 'home']",babe got enough money pick money milk give back get home,11
ham,I want snow. It's just freezing and windy.,8,"['want', 'snow', 'freezing', 'windy']",want snow freezing windy,4
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only,28,"['urgent', 'whatever', 'trying', 'contact', 'u', 'today', 'cannabis', 'show', 'prize', 'guaranteed', 'call', 'land', 'line', 'claim', 'valid', 'hr']",urgent whatever trying contact u today cannabis show prize guaranteed call land line claim valid hr,16
ham,Come to mahal bus stop.. &lt;DECIMAL&gt;,6,"['come', 'mahal', 'bus', 'stop', 'ltdecimalgt']",come mahal bus stop ltdecimalgt,5
ham,Don know:)this week i'm going to tirunelvai da.,8,"['top', 'man', 'know', 'week', 'going', 'tirunelvai', 'da']",top man know week going tirunelvai da,7
ham,Me too baby! I promise to treat you well! I bet you will take good care of me...,18,"['baby', 'promise', 'treat', 'well', 'black', 'entertainment', 'television', 'take', 'good', 'care']",baby promise treat well black entertainment television take good care,10
ham,Its like that hotel dusk game i think. You solve puzzles in a area thing,15,"['like', 'hotel', 'dusk', 'game', 'think', 'solve', 'puzzle', 'area', 'thing']",like hotel dusk game think solve puzzle area thing,9
spam,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180",24,"['thanks', 'sound', 'cell', 'phone', 'make', 'receiving', 'call', 'order', 'reference', 'number', 'x', 'mobile', 'charged', 'tone', 'arrive', 'please', 'call', 'customer', 'service']",thanks sound cell phone make receiving call order reference number x mobile charged tone arrive please call customer service,19
ham,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !",32,"['hi', 'love', 'go', 'day', 'fuck', 'morning', 'woke', 'dropped', 'cellphone', 'stair', 'seems', 'alright', 'silence', 'phews', 'miss']",hi love go day fuck morning woke dropped cellphone stair seems alright silence phews miss,15
ham,Well that must be a pain to catch,8,"['must', 'pain', 'catch']",must pain catch,3
ham,Sorry da thangam.it's my mistake.,5,"['sorry', 'district', 'attorney', 'thangam', 'mistake']",sorry district attorney thangam mistake,5
ham,I need... Coz i never go before ,8,"['need', 'never', 'go']",need never go,3
ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",58,"['rose', 'redred', 'bloodblood', 'heartheart', 'u', 'send', 'friend', 'including', 'like', 'get', 'back', 'u', 'poor', 'relation', 'u', 'need', 'support', 'u', 'frnd', 'many', 'luvs', 'praying', 'god', 'marry', 'u', 'try']",rose redred bloodblood heartheart u send friend including like get back u poor relation u need support u frnd many luvs praying god marry u try,26
ham,Wife.how she knew the time of murder exactly,8,"['wife', 'knew', 'time', 'murder', 'exactly']",wife knew time murder exactly,5
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info",26,"['six', 'chance', 'win', 'cash', 'pound', 'txt', 'csh', 'send', 'cost', 'pday', 'day', 'tsandcs', 'apply', 'reply', 'half', 'life', 'game', 'information']",six chance win cash pound txt csh send cost pday day tsandcs apply reply half life game information,18
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,24,"['cashbalance', 'currently', 'pound', 'maximize', 'cashin', 'send', 'collect', 'pmsg', 'cc', 'po', 'box', 'tcrw']",cashbalance currently pound maximize cashin send collect pmsg cc po box tcrw,12
ham,"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?",19,"['feel', 'like', 'dick', 'keep', 'sleeping', 'text', 'facebook', 'message', 'sup', 'town']",feel like dick keep sleeping text facebook message sup town,10
ham,No plm i will come da. On the way.,9,"['offence', 'plm', 'come', 'da', 'way']",offence plm come da way,5
ham,Guess he wants alone time. We could just show up and watch when they do..,15,"['guess', 'want', 'alone', 'time', 'whatever', 'could', 'show', 'watch']",guess want alone time whatever could show watch,8
ham,Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-),24,"['height', 'recycling', 'read', 'twice', 'people', 'spend', 'time', 'earning', 'money', 'money', 'spent', 'spending', 'time', 'good', 'morning', 'keep', 'smiling']",height recycling read twice people spend time earning money money spent spending time good morning keep smiling,17
ham,Yup Ì_ not comin :-(,5,"['yes', 'comin']",yes comin,2
ham,"Yes, princess. Toledo.",3,"['yes', 'princess', 'toledo']",yes princess toledo,3
ham,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me",20,"['right', 'text', 'back', 'multi', 'user', 'swing', 'need', 'somebody', 'get', 'door']",right text back multi user swing need somebody get door,10
ham,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.,18,"['ron', 'say', 'fri', 'leh', 'said', 'hit', 'new', 'level', 'rpg', 'think', 'feng', 'cant', 'make', 'reservation', 'said', 'wait', 'lor']",ron say fri leh said hit new level rpg think feng cant make reservation said wait lor,17
ham,Good. No swimsuit allowed :),5,"['good', 'offence', 'swimsuit', 'allowed']",good offence swimsuit allowed,4
ham,Am okay. Will soon be over. All the best,9,"['okay', 'soon', 'best']",okay soon best,3
ham,A cute thought for friendship: \Its not necessary to share every secret with ur close Frnd,16,"['someone', 'thought', 'friendship', 'necessary', 'share', 'every', 'secret', 'close', 'frnd']",someone thought friendship necessary share every secret close frnd,9
ham,Ok i've sent u da latest version of da project.,10,"['kidding', 'sent', 'district', 'attorney', 'latest', 'version', 'district', 'attorney', 'project']",kidding sent district attorney latest version district attorney project,9
ham,Good Morning my Dear........... Have a great &amp; successful day.,10,"['good', 'morning', 'dear', 'great', 'amp', 'successful', 'day']",good morning dear great amp successful day,7
ham,Pls accept me for one day. Or am begging you change the number.,13,"['please', 'accept', 'one', 'love', 'day', 'begging', 'change', 'number']",please accept one love day begging change number,8
ham,Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:,34,"['squeeeeeze', 'christmas', 'hug', 'lik', 'frndshp', 'hug', 'back', 'get', 'cute', 'luvd', 'lucky', 'none', 'people', 'hate', 'u']",squeeeeeze christmas hug lik frndshp hug back get cute luvd lucky none people hate u,15
ham,"Its ok, if anybody asks abt me, u tel them..:-P",10,"['ok', 'anybody', 'asks', 'tel', 'p']",ok anybody asks tel p,5
ham,"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens",26,"['funny', 'fact', 'nobody', 'teach', 'volcano', 'erupt', 'tsunami', 'arise', 'hurricane', 'sway', 'aroundn', 'offence', 'teach', 'homework', 'choose', 'wife', 'natural', 'disaster', 'happens']",funny fact nobody teach volcano erupt tsunami arise hurricane sway aroundn offence teach homework choose wife natural disaster happens,19
ham,* You gonna ring this weekend or wot?,8,"['indicating', 'spelling', 'correction', 'going', 'ring', 'weekend', 'wot']",indicating spelling correction going ring weekend wot,7
ham,Also track down any lighters you can find,8,"['also', 'track', 'lighter', 'find']",also track lighter find,4
ham,"Sorry, I can't help you on this.",7,"['sorry', 'cant', 'help']",sorry cant help,3
ham,"Babe, I need your advice",5,"['babe', 'need', 'advice']",babe need advice,3
ham,"IÛ÷ll leave around four, ok?",5,"['leave', 'around', 'four', 'ok']",leave around four ok,4
ham,Come to medical college at 7pm ......forward it da,9,"['come', 'medical', 'college', 'pm', 'forward', 'district', 'attorney']",come medical college pm forward district attorney,7
ham,K:)k..its good:)when are you going?,5,"['k', 'k', 'good', 'going']",k k good going,4
ham,I can make lasagna for you... vodka...,7,"['make', 'lasagna', 'vodka']",make lasagna vodka,3
ham,HI ITS KATE CAN U GIVE ME A RING ASAP XXX,11,"['hello', 'kate', 'give', 'ring', 'soon', 'possible', 'kiss']",hello kate give ring soon possible kiss,7
ham,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar,26,"['people', 'tour', 'thought', 'sofa', 'thing', 'sent', 'curious', 'sugar']",people tour thought sofa thing sent curious sugar,8
ham,"No, but you told me you were going, before you got drunk!",12,"['told', 'going', 'got', 'drunk']",told going got drunk,4
ham,He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him,24,"['fucking', 'chickened', 'messaged', 'would', 'missed', 'period', 'woould', 'excitement', 'didnt', 'hear', 'word']",fucking chickened messaged would missed period woould excitement didnt hear word,11
spam,"Congratulations! Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate",26,"['congratulation', 'thanks', 'good', 'friend', 'xmas', 'prize', 'claim', 'easy', 'call', 'p', 'per', 'minute', 'btnationalrate']",congratulation thanks good friend xmas prize claim easy call p per minute btnationalrate,13
ham,I'm always looking for an excuse to be in the city.,11,"['always', 'looking', 'excuse', 'city']",always looking excuse city,4
ham,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...,16,"['yes', 'still', 'coffee', 'frens', 'fren', 'mad', 'shell', 'give', 'lift']",yes still coffee frens fren mad shell give lift,9
ham,O shore are you takin the bus,7,"['ounce', 'shore', 'takin', 'bus']",ounce shore takin bus,4
ham,So u gonna get deus ex?,6,"['going', 'get', 'deus', 'ex']",going get deus ex,4
ham,I will send them to your email. Do you mind  &lt;#&gt;  times per night?,16,"['send', 'email', 'mind', 'time', 'per', 'night']",send email mind time per night,6
spam,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.",30,"['want', 'new', 'nokia', 'colour', 'phone', 'deliveredtomorrow', 'free', 'minute', 'mobile', 'free', 'text', 'free', 'camcorder', 'reply', 'call']",want new nokia colour phone deliveredtomorrow free minute mobile free text free camcorder reply call,15
ham,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?,18,"['tap', 'spile', 'seven', 'indicating', 'spelling', 'correction', 'bar', 'flatulence', 'something', 'woman', 'something', 'canal', 'ok']",tap spile seven indicating spelling correction bar flatulence something woman something canal ok,13
ham,Ok then i come n pick u at engin?,9,"['kidding', 'come', 'pick', 'engin']",kidding come pick engin,4
ham,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.,25,"['never', 'wanted', 'tell', 'short', 'onedge', 'late']",never wanted tell short onedge late,6
ham,Raviyog Peripherals bhayandar east,4,"['raviyog', 'peripheral', 'bhayandar', 'east']",raviyog peripheral bhayandar east,4
ham,K actually can you guys meet me at the sunoco on howard? It should be right on the way,19,"['ok', 'actually', 'guy', 'meet', 'sunoco', 'howard', 'right']",ok actually guy meet sunoco howard right,7
spam,You have 1 new voicemail. Please call 08719181513.,8,"['new', 'voicemail', 'please', 'call']",new voicemail please call,4
ham,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night",24,"['moon', 'come', 'color', 'dream', 'star', 'make', 'musical', 'short', 'message', 'service', 'give', 'warm', 'peaceful', 'sleep', 'good', 'night']",moon come color dream star make musical short message service give warm peaceful sleep good night,16
ham,Just finished eating. Got u a plate. NOT leftovers this time.,11,"['finished', 'eating', 'got', 'plate', 'leftover', 'time']",finished eating got plate leftover time,6
ham,Thanx a lot...,3,"['thanks', 'lot']",thanks lot,2
ham,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.,26,"['hurry', 'home', 'great', 'butt', 'hang', 'last', 'caller', 'food', 'finished', 'starving', 'ask', 'cooked']",hurry home great butt hang last caller food finished starving ask cooked,12
ham,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(,16,"['laughing', 'loud', 'right', 'diet', 'everyday', 'cheat', 'anyway', 'meant', 'fatty']",laughing loud right diet everyday cheat anyway meant fatty,9
ham,Its a great day. Do have yourself a beautiful one.,10,"['great', 'day', 'beautiful', 'one']",great day beautiful one,4
ham,What happened in interview?,4,"['happened', 'interview']",happened interview,2
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",73,"['solve', 'case', 'man', 'found', 'murdered', 'ltdecimalgt', 'afternoon', 'wife', 'called', 'police', 'police', 'questioned', 'everyone', 'wife', 'siri', 'sleeping', 'murder', 'took', 'place', 'cook', 'cooking', 'gardener', 'picking', 'vegetable', 'housemaid', 'went', 'hang', 'office', 'child', 'whatever', 'went', 'play', 'neighbour', 'whatever', 'went', 'marriage', 'police', 'arrested', 'murderer', 'immediately', 'who', 'reply', 'reason', 'brilliant']",solve case man found murdered ltdecimalgt afternoon wife called police police questioned everyone wife siri sleeping murder took place cook cooking gardener picking vegetable housemaid went hang office child whatever went play neighbour whatever went marriage police arrested murderer immediately who reply reason brilliant,44
ham,Badrith is only for chennai:)i will surely pick for us:)no competition for him.,13,"['badrith', 'chennai', 'surely', 'pick', 'u', 'offence', 'competition']",badrith chennai surely pick u offence competition,7
ham,I tot it's my group mate... Lucky i havent reply... Wat time do Ì_ need to leave... ,18,"['small', 'child', 'group', 'mate', 'lucky', 'havent', 'reply', 'time', 'need', 'leave']",small child group mate lucky havent reply time need leave,10
ham,Hey you around? I've got enough for a half + the ten I owe you,15,"['hello', 'hi', 'around', 'got', 'enough', 'half', 'person', 'perfect', 'body', 'owe']",hello hi around got enough half person perfect body owe,10
ham,Hey tmr maybe can meet you at yck,8,"['hello', 'hi', 'tomorrow', 'maybe', 'meet', 'yck']",hello hi tomorrow maybe meet yck,6
ham,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*,13,"['alrite', 'stop', 'annoying', 'network', 'interface', 'card', 'checkin', 'numberso', 'itt', 'b']",alrite stop annoying network interface card checkin numberso itt b,10
ham,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?,24,"['making', 'easy', 'pay', 'back', 'year', 'say', 'pay', 'back', 'earlier', 'get']",making easy pay back year say pay back earlier get,10
ham,Not to worry. I'm sure you'll get it.,8,"['worry', 'sure', 'youll', 'get']",worry sure youll get,4
ham,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard",27,"['flatulence', 'station', 'like', 'block', 'away', 'house', 'youll', 'drive', 'right', 'since', 'armenia', 'end', 'swann', 'take', 'howard']",flatulence station like block away house youll drive right since armenia end swann take howard,15
spam,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p ",26,"['someone', 'know', 'asked', 'dating', 'service', 'contact', 'cant', 'guess', 'call', 'revealed', 'pobox', 'lshb', 'p']",someone know asked dating service contact cant guess call revealed pobox lshb p,13
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days,17,"['camera', 'awarded', 'sipix', 'digital', 'camera', 'call', 'fromm', 'landline', 'delivery', 'within', 'day']",camera awarded sipix digital camera call fromm landline delivery within day,11
ham,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?,17,"['tuition', 'thinking', 'whatever', 'go', 'one', 'mind']",tuition thinking whatever go one mind,6
ham,"I'm not smoking while people use \wylie smokes too much\"" to justify ruining my shit""",15,"['smoking', 'people', 'use', 'wylie', 'smoke', 'much', 'justify', 'ruining', 'shit']",smoking people use wylie smoke much justify ruining shit,9
ham,Dear good morning how you feeling dear,7,"['drop', 'everything', 'read', 'good', 'morning', 'feeling', 'drop', 'everything', 'read']",drop everything read good morning feeling drop everything read,9
ham,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die,25,"['little', 'medication', 'say', 'take', 'every', 'hour', 'pain', 'back', 'took', 'another', 'hope', 'die']",little medication say take every hour pain back took another hope die,12
ham,"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)",22,"['beautiful', 'tomorrow', 'never', 'come', 'come', 'already', 'today', 'hunt', 'beautiful', 'tomorrow', 'waste', 'wonderful', 'today', 'goodmorning']",beautiful tomorrow never come come already today hunt beautiful tomorrow waste wonderful today goodmorning,14
ham,Dunno lei Ì_ all decide lor. How abt leona? Oops i tot ben is going n i msg him.,19,"['know', 'lei', 'decide', 'lor', 'leona', 'word', 'said', 'something', 'wrong', 'small', 'child', 'ben', 'going', 'message']",know lei decide lor leona word said something wrong small child ben going message,14
ham,Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.,21,"['hello', 'whatever', 'moved', 'bar', 'would', 'great', 'see', 'cud', 'come']",hello whatever moved bar would great see cud come,9
spam,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app ,28,"['today', 'voda', 'number', 'ending', 'selected', 'receive', 'award', 'hava', 'match', 'please', 'call', 'quoting', 'claim', 'computer', 'program', 'course', 'rate', 'application', 'computer', 'program']",today voda number ending selected receive award hava match please call quoting claim computer program course rate application computer program,20
spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only,24,"['message', 'free', 'welcome', 'new', 'improved', 'sex', 'dogging', 'club', 'unsubscribe', 'service', 'reply', 'stop', 'msg']",message free welcome new improved sex dogging club unsubscribe service reply stop msg,13
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",27,"['honeybee', 'said', 'im', 'sweetest', 'world', 'god', 'laughed', 'amp', 'said', 'waitu', 'havnt', 'met', 'person', 'reading', 'msg', 'moral', 'even', 'god', 'form', 'cocaine', 'joke', 'gmgngegn']",honeybee said im sweetest world god laughed amp said waitu havnt met person reading msg moral even god form cocaine joke gmgngegn,22
ham,Just do what ever is easier for you,8,"['ever', 'easier']",ever easier,2
spam,RCT' THNQ Adrian for U text. Rgds Vatian,8,"['rct', 'thnq', 'adrian', 'text', 'regard', 'vatian']",rct thnq adrian text regard vatian,6
ham,Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday,30,"['stop', 'calling', 'everyone', 'saying', 'might', 'cancer', 'throat', 'hurt', 'talk', 'cant', 'answering', 'everyones', 'call', 'get', 'one', 'love', 'call', 'holding', 'weed', 'long', 'monday']",stop calling everyone saying might cancer throat hurt talk cant answering everyones call get one love call holding weed long monday,21
ham,"It'll be tough, but I'll do what I have to",10,"['itll', 'tough']",itll tough,2
ham,IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx,26,"['gonnamissu', 'muchi', 'would', 'say', 'love', 'send', 'postcard', 'buttheres', 'aboutas', 'much', 'chance', 'merememberin', 'asthere', 'ofsi', 'breakin', 'contract', 'love', 'yaxx']",gonnamissu muchi would say love send postcard buttheres aboutas much chance merememberin asthere ofsi breakin contract love yaxx,18
ham,Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.,46,"['ee', 'message', 'available', 'poortiyagi', 'odalebeku', 'hanumanji', 'name', 'hanuman', 'bajarangabali', 'maruti', 'pavanaputra', 'sankatmochan', 'ramaduth', 'mahaveer', 'ee', 'name', 'janarige', 'ivatte', 'kalisidare', 'next', 'saturday', 'olage', 'ondu', 'good', 'news', 'keluviri', 'maretare', 'inde', 'dodda', 'problum', 'nalli', 'siguviri', 'understand', 'matra', 'true', 'neglet']",ee message available poortiyagi odalebeku hanumanji name hanuman bajarangabali maruti pavanaputra sankatmochan ramaduth mahaveer ee name janarige ivatte kalisidare next saturday olage ondu good news keluviri maretare inde dodda problum nalli siguviri understand matra true neglet,36
ham,HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX,24,"['hello', 'darlin', 'finish', 'pick', 'meet', 'text', 'back', 'number', 'love', 'kate', 'kiss']",hello darlin finish pick meet text back number love kate kiss,11
ham,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!",29,"['division', 'gang', 'place', 'heart', 'mind', 'mind', 'easily', 'forgets', 'heart', 'always', 'remember', 'wish', 'happy', 'valentine', 'day']",division gang place heart mind mind easily forgets heart always remember wish happy valentine day,15
ham,But i'm surprised she still can guess right lor...,9,"['surprised', 'still', 'guess', 'right', 'lor']",surprised still guess right lor,5
ham,Okie Ì_ wan meet at bishan? Cos me at bishan now. I'm not driving today.,15,"['okie', 'newb', 'meet', 'bishan', 'bishan', 'driving', 'today']",okie newb meet bishan bishan driving today,7
ham,Oh ho. Is this the first time u use these type of words,13,"['half', 'ho', 'first', 'time', 'use', 'type', 'word']",half ho first time use type word,7
ham,HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN,35,"['hello', 'darlin', 'work', 'get', 'trouble', 'ijust', 'talked', 'mom', 'morning', 'really', 'good', 'time', 'last', 'night', 'goin', 'soon', 'call']",hello darlin work get trouble ijust talked mom morning really good time last night goin soon call,17
ham,I know you are serving. I mean what are you doing now.,12,"['know', 'serving', 'cool']",know serving cool,3
ham,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it...",23,"['huh', 'hyde', 'park', 'mel', 'ah', 'opps', 'got', 'confused', 'anyway', 'tt', 'ecstasy', 'best', 'nice', 'whatever', 'take']",huh hyde park mel ah opps got confused anyway tt ecstasy best nice whatever take,15
ham,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out,17,"['half', 'gei', 'happend', 'tron', 'maybe', 'cool', 'tight', 'etc', 'low']",half gei happend tron maybe cool tight etc low,9
spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",23,"['free', 'message', 'activate', 'free', 'text', 'message', 'replying', 'message', 'word', 'free', 'term', 'condition', 'visit']",free message activate free text message replying message word free term condition visit,13
ham,I know girls always safe and selfish know i got it pa. Thank you. good night.,16,"['know', 'girl', 'always', 'something', 'someone', 'good', 'selfish', 'know', 'got', 'pa', 'thank', 'good', 'night']",know girl always something someone good selfish know got pa thank good night,13
ham,"No worries, hope photo shoot went well. have a spiffing fun at workage. ",14,"['offence', 'worry', 'hope', 'photo', 'shoot', 'went', 'well', 'spiffing', 'fun', 'workage']",offence worry hope photo shoot went well spiffing fun workage,10
ham,I'm freezing and craving ice. Fml,6,"['freezing', 'craving', 'ice', 'fml']",freezing craving ice fml,4
ham,Kay... Since we are out already ,7,"['kay', 'since', 'whatever', 'already']",kay since whatever already,4
ham,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?,20,"['huh', 'sorry', 'leh', 'see', 'msg', 'pathetic', 'already', 'lar', 'watching', 'tv', 'still', 'office']",huh sorry leh see msg pathetic already lar watching tv still office,12
ham,Yo im right by yo work,6,"['right', 'work']",right work,2
ham,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx,32,"['kidding', 'darlin', 'supose', 'kidding', 'worry', 'much', 'film', 'stuff', 'friend', 'babysit', 'call', 'xx']",kidding darlin supose kidding worry much film stuff friend babysit call xx,12
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",34,"['said', 'mind', 'go', 'bedroom', 'minute', 'ok', 'said', 'sexy', 'mood', 'came', 'minuts', 'latr', 'cake', 'n', 'wife']",said mind go bedroom minute ok said sexy mood came minuts latr cake n wife,15
ham,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.,26,"['top', 'man', 'wake', 'since', 'checked', 'stuff', 'saw', 'true', 'offence', 'available', 'space', 'please', 'call', 'embassy', 'send', 'mail']",top man wake since checked stuff saw true offence available space please call embassy send mail,16
ham,Nope... Juz off from work...,5,"['nope', 'work']",nope work,2
ham,Huh so fast... Dat means u havent finished painting?,9,"['confused', 'sound', 'fast', 'mean', 'havent', 'finished', 'painting']",confused sound fast mean havent finished painting,7
ham, what number do u live at? Is it 11?,10,"['number', 'exciting']",number exciting,2
